"","N.1","N.2","N.3","P.1","P.2","P.3"
"Glyma.06G319300.Wm82.a2.v1",448,512,369,147,162,211
"Glyma.11G085600.Wm82.a2.v1",3,0,1,2,7,2
"Glyma.17G152900.Wm82.a2.v1",144,199,140,108,126,97
"Glyma.14G014900.Wm82.a2.v1",1,7,8,6,6,2
"Glyma.14G054500.Wm82.a2.v1",1,3,0,0,2,0
"Glyma.12G144100.Wm82.a2.v1",1,0,0,1,1,1
"Glyma.03G168600.Wm82.a2.v1",3,2,0,1,2,0
"Glyma.09G199700.Wm82.a2.v1",76,79,57,79,80,73
"Glyma.06G178800.Wm82.a2.v1",29,20,18,15,23,19
"Glyma.03G224300.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.02G251600.Wm82.a2.v1",75,81,60,62,83,60
"Glyma.12G013800.Wm82.a2.v1",270,302,239,288,290,272
"Glyma.11G059300.Wm82.a2.v1",38,47,24,48,45,44
"Glyma.04G004900.Wm82.a2.v1",177,170,108,94,99,108
"Glyma.01G001100.Wm82.a2.v1",341,335,268,347,396,280
"Glyma.19G174300.Wm82.a2.v1",189,227,176,277,332,210
"Glyma.17G055900.Wm82.a2.v1",0,0,0,0,1,0
"Glyma.19G252600.Wm82.a2.v1",129,120,68,66,113,93
"Glyma.12G001300.Wm82.a2.v1",4,4,2,27,35,17
"Glyma.15G063700.Wm82.a2.v1",159,106,79,85,68,68
"Glyma.15G071000.Wm82.a2.v1",1,1,0,0,0,1
"Glyma.10G175400.Wm82.a2.v1",22,14,10,11,16,15
"Glyma.08G176700.Wm82.a2.v1",82,80,40,47,48,35
"Glyma.14G100700.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.17G245400.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.09G253500.Wm82.a2.v1",20,13,4,7,6,12
"Glyma.11G057300.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.20G231400.Wm82.a2.v1",26,20,30,24,46,14
"Glyma.04G011100.Wm82.a2.v1",342,374,213,413,523,304
"Glyma.17G031800.Wm82.a2.v1",56,71,48,48,44,43
"Glyma.09G098700.Wm82.a2.v1",192,139,79,45,41,54
"Glyma.01G098200.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.15G191400.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.01G218600.Wm82.a2.v1",34,15,16,36,34,33
"Glyma.02G132900.Wm82.a2.v1",53,33,38,41,60,41
"Glyma.09G149000.Wm82.a2.v1",0,4,2,0,0,1
"Glyma.09G112200.Wm82.a2.v1",259,229,200,210,212,204
"Glyma.06G113700.Wm82.a2.v1",0,2,0,2,0,0
"Glyma.05G008100.Wm82.a2.v1",174,189,144,138,143,117
"Glyma.12G022200.Wm82.a2.v1",118,119,110,109,111,123
"Glyma.02G066700.Wm82.a2.v1",387,397,297,336,285,282
"Glyma.06G117300.Wm82.a2.v1",95,130,91,134,117,131
"Glyma.18G275500.Wm82.a2.v1",784,819,517,620,625,714
"Glyma.18G023900.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.19G260900.Wm82.a2.v1",1355,1416,1056,1076,542,599
"Glyma.02G286100.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.13G176000.Wm82.a2.v1",1,2,1,2,0,0
"Glyma.09G081900.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.10G225700.Wm82.a2.v1",38,21,25,22,33,31
"Glyma.18G060600.Wm82.a2.v1",575,625,496,649,634,491
"Glyma.20G153700.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.06G292500.Wm82.a2.v1",206,236,157,141,165,155
"Glyma.10G119300.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.01G234400.Wm82.a2.v1",44,36,29,44,47,58
"Glyma.17G175100.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.18G199400.Wm82.a2.v1",156,181,133,137,177,137
"Glyma.17G197300.Wm82.a2.v1",23,30,13,23,18,20
"Glyma.19G171400.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.19G161200.Wm82.a2.v1",224,190,162,215,175,153
"Glyma.08G236600.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.18G034900.Wm82.a2.v1",48,20,23,25,46,32
"Glyma.04G167100.Wm82.a2.v1",0,0,0,0,1,0
"Glyma.18G023800.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.06G312200.Wm82.a2.v1",1,2,3,0,3,6
"Glyma.15G067200.Wm82.a2.v1",420,324,256,212,283,228
"Glyma.16G193200.Wm82.a2.v1",3,1,1,3,1,1
"Glyma.18G120600.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.07G155400.Wm82.a2.v1",401,422,290,235,231,203
"Glyma.16G058100.Wm82.a2.v1",19,11,19,16,18,17
"Glyma.20G063500.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.U033600.Wm82.a2.v1",93,59,40,424,728,348
"Glyma.07G237700.Wm82.a2.v1",291,284,231,319,325,305
"Glyma.01G132300.Wm82.a2.v1",41,24,19,27,33,37
"Glyma.17G110500.Wm82.a2.v1",3,3,1,1,2,0
"Glyma.14G097000.Wm82.a2.v1",8,5,2,17,43,22
"Glyma.07G231000.Wm82.a2.v1",2,3,1,2,4,1
"Glyma.19G100600.Wm82.a2.v1",22,23,17,15,23,15
"Glyma.17G187600.Wm82.a2.v1",1291,1145,720,270,406,474
"Glyma.04G204300.Wm82.a2.v1",249,271,195,183,202,182
"Glyma.05G225100.Wm82.a2.v1",19,5,14,12,19,17
"Glyma.08G318800.Wm82.a2.v1",17,27,22,21,19,13
"Glyma.14G049700.Wm82.a2.v1",275,407,302,320,287,247
"Glyma.03G256800.Wm82.a2.v1",182,190,153,184,174,144
"Glyma.13G334800.Wm82.a2.v1",204,200,137,139,142,133
"Glyma.17G054900.Wm82.a2.v1",213,206,123,148,164,133
"Glyma.13G304900.Wm82.a2.v1",9,4,1,23,28,42
"Glyma.08G275000.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.14G212100.Wm82.a2.v1",423,356,220,140,134,128
"Glyma.02G219500.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.01G096500.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.10G256000.Wm82.a2.v1",397,512,352,545,601,487
"Glyma.20G208700.Wm82.a2.v1",73,89,87,34,30,130
"Glyma.02G256100.Wm82.a2.v1",0,0,0,1,0,1
"Glyma.08G222500.Wm82.a2.v1",1,0,2,3,0,3
"Glyma.19G139900.Wm82.a2.v1",0,2,1,0,2,2
"Glyma.06G188200.Wm82.a2.v1",6,16,8,6,11,12
"Glyma.01G181300.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.07G160500.Wm82.a2.v1",296,286,241,259,350,257
"Glyma.05G190000.Wm82.a2.v1",3,0,1,1,3,2
"Glyma.17G008000.Wm82.a2.v1",4,3,0,3,2,0
"Glyma.06G293600.Wm82.a2.v1",5,2,3,6,4,4
"Glyma.06G309600.Wm82.a2.v1",95,85,71,61,60,67
"Glyma.16G070300.Wm82.a2.v1",3,4,2,4,16,4
"Glyma.08G016400.Wm82.a2.v1",134,129,102,116,135,85
"Glyma.19G117700.Wm82.a2.v1",75,68,88,60,84,68
"Glyma.17G205300.Wm82.a2.v1",1,0,2,3,0,1
"Glyma.16G218300.Wm82.a2.v1",28,26,34,16,25,25
"Glyma.07G011000.Wm82.a2.v1",10,7,9,3,1,5
"Glyma.02G219900.Wm82.a2.v1",7,8,7,6,2,2
"Glyma.04G190600.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.04G081800.Wm82.a2.v1",56,58,45,69,64,46
"Glyma.09G187400.Wm82.a2.v1",87,108,79,44,49,73
"Glyma.03G163100.Wm82.a2.v1",8,11,2,7,4,8
"Glyma.10G275300.Wm82.a2.v1",5,7,8,0,0,2
"Glyma.02G128700.Wm82.a2.v1",24,16,16,17,19,19
"Glyma.17G221800.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.06G089200.Wm82.a2.v1",1,0,2,3,4,6
"Glyma.01G175500.Wm82.a2.v1",145,93,71,169,202,157
"Glyma.09G019400.Wm82.a2.v1",42,51,35,27,20,36
"Glyma.10G089500.Wm82.a2.v1",1211,1787,1403,1403,1583,1448
"Glyma.05G122000.Wm82.a2.v1",1,0,2,1,1,3
"Glyma.17G014200.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.09G260300.Wm82.a2.v1",1,1,0,0,1,0
"Glyma.07G263000.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.16G019400.Wm82.a2.v1",15,8,14,5,7,13
"Glyma.14G207900.Wm82.a2.v1",2,4,2,15,54,24
"Glyma.15G253600.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.06G276500.Wm82.a2.v1",1,3,0,0,0,3
"Glyma.01G223200.Wm82.a2.v1",103,132,75,58,78,57
"Glyma.14G202000.Wm82.a2.v1",25,20,19,15,23,17
"Glyma.11G256400.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.04G228400.Wm82.a2.v1",210,243,192,313,453,333
"Glyma.03G081100.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.18G168800.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.08G266000.Wm82.a2.v1",28,27,31,25,27,32
"Glyma.12G100800.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.10G037900.Wm82.a2.v1",121,112,96,141,138,135
"Glyma.13G009600.Wm82.a2.v1",0,2,2,3,3,2
"Glyma.05G207300.Wm82.a2.v1",68,60,43,55,58,51
"Glyma.20G046900.Wm82.a2.v1",14,6,10,2,7,10
"Glyma.04G234600.Wm82.a2.v1",0,0,0,0,0,1
"Glyma.19G196200.Wm82.a2.v1",6,4,5,5,10,4
"Glyma.10G213400.Wm82.a2.v1",568,633,420,542,620,391
"Glyma.20G239900.Wm82.a2.v1",1,1,2,2,3,4
"Glyma.10G098800.Wm82.a2.v1",0,2,0,0,0,1
"Glyma.13G049200.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.01G214900.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.07G128600.Wm82.a2.v1",89,82,55,118,107,71
"Glyma.04G068200.Wm82.a2.v1",19,21,18,19,16,20
"Glyma.10G081000.Wm82.a2.v1",1,0,3,2,6,0
"Glyma.17G124800.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.13G293500.Wm82.a2.v1",376,331,285,29,31,51
"Glyma.06G086100.Wm82.a2.v1",3,4,4,6,3,4
"Glyma.07G011300.Wm82.a2.v1",84,72,74,132,173,122
"Glyma.13G241100.Wm82.a2.v1",348,315,239,265,289,322
"Glyma.05G026300.Wm82.a2.v1",183,247,183,166,196,159
"Glyma.08G225700.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.18G074800.Wm82.a2.v1",1,1,0,0,1,3
"Glyma.05G172300.Wm82.a2.v1",2763,3749,2620,2777,2758,2445
"Glyma.20G175800.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.10G133200.Wm82.a2.v1",0,1,0,1,0,1
"Glyma.04G187100.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.11G006500.Wm82.a2.v1",11,3,6,3,8,0
"Glyma.08G356500.Wm82.a2.v1",168,177,151,147,150,133
"Glyma.15G046100.Wm82.a2.v1",121,104,89,73,65,93
"Glyma.06G323200.Wm82.a2.v1",195,213,170,148,172,154
"Glyma.20G006800.Wm82.a2.v1",75,61,42,24,41,36
"Glyma.09G090900.Wm82.a2.v1",85,84,79,92,117,77
"Glyma.04G181200.Wm82.a2.v1",191,186,151,183,197,163
"Glyma.16G138500.Wm82.a2.v1",19,13,14,2,5,0
"Glyma.02G250700.Wm82.a2.v1",912,820,540,728,425,434
"Glyma.03G004100.Wm82.a2.v1",139,131,108,105,123,117
"Glyma.01G027900.Wm82.a2.v1",0,1,0,0,0,1
"Glyma.16G135500.Wm82.a2.v1",0,2,3,0,0,2
"Glyma.13G206300.Wm82.a2.v1",44,37,25,32,26,30
"Glyma.19G035700.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.19G071500.Wm82.a2.v1",220,238,164,185,166,163
"Glyma.13G347800.Wm82.a2.v1",2158,2655,2294,1244,1943,1603
"Glyma.16G087000.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.06G303700.Wm82.a2.v1",16,32,37,12,33,25
"Glyma.06G231500.Wm82.a2.v1",1061,1119,920,867,1037,740
"Glyma.02G259000.Wm82.a2.v1",188,213,175,223,270,176
"Glyma.14G023300.Wm82.a2.v1",271,276,236,127,85,67
"Glyma.15G014400.Wm82.a2.v1",396,548,469,305,558,340
"Glyma.13G115500.Wm82.a2.v1",19,12,8,15,13,10
"Glyma.13G252800.Wm82.a2.v1",22,45,51,14,16,22
"Glyma.03G021500.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.13G342500.Wm82.a2.v1",75,56,32,54,53,56
"Glyma.09G244200.Wm82.a2.v1",71,54,48,45,45,49
"Glyma.09G012500.Wm82.a2.v1",96,117,96,57,85,74
"Glyma.18G066100.Wm82.a2.v1",81,59,91,45,60,48
"Glyma.09G152100.Wm82.a2.v1",92,162,145,189,191,74
"Glyma.03G258700.Wm82.a2.v1",0,3,0,0,1,1
"Glyma.08G308500.Wm82.a2.v1",1,3,3,0,0,0
"Glyma.10G085400.Wm82.a2.v1",0,1,0,0,0,0
"Glyma.11G021300.Wm82.a2.v1",5,10,2,2,1,8
"Glyma.14G037700.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.20G139600.Wm82.a2.v1",0,0,2,3,4,1
"Glyma.08G148200.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.12G033700.Wm82.a2.v1",731,882,604,807,831,651
"Glyma.14G177700.Wm82.a2.v1",14,16,19,18,27,33
"Glyma.12G210300.Wm82.a2.v1",195,208,119,193,149,136
"Glyma.13G212800.Wm82.a2.v1",571,723,513,584,643,523
"Glyma.19G222400.Wm82.a2.v1",277,263,195,238,247,197
"Glyma.04G205100.Wm82.a2.v1",28,30,22,9,13,16
"Glyma.06G090600.Wm82.a2.v1",2,4,0,2,3,1
"Glyma.10G236000.Wm82.a2.v1",0,1,0,0,3,1
"Glyma.12G079300.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.08G046900.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.13G119100.Wm82.a2.v1",462,428,294,304,345,304
"Glyma.13G079100.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.07G165400.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.03G125900.Wm82.a2.v1",2,2,3,2,4,3
"Glyma.07G213900.Wm82.a2.v1",117,103,71,90,102,72
"Glyma.09G030300.Wm82.a2.v1",203,191,143,177,298,204
"Glyma.08G062000.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.10G064400.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.01G125000.Wm82.a2.v1",17,28,25,15,22,17
"Glyma.12G027900.Wm82.a2.v1",70,69,59,44,58,42
"Glyma.15G138600.Wm82.a2.v1",1,0,0,0,0,0
"Glyma.11G024700.Wm82.a2.v1",44,58,38,42,45,43
"Glyma.14G126600.Wm82.a2.v1",133,122,76,57,72,55
"Glyma.03G178400.Wm82.a2.v1",6,0,6,5,9,4
"Glyma.14G187200.Wm82.a2.v1",0,0,1,0,0,0
"Glyma.04G017900.Wm82.a2.v1",117,113,90,68,58,72
"Glyma.11G182000.Wm82.a2.v1",0,1,0,0,0,0
"Glyma.06G133300.Wm82.a2.v1",1313,1491,1055,940,1017,976
"Glyma.05G233500.Wm82.a2.v1",39,24,24,27,32,43
"Glyma.02G262300.Wm82.a2.v1",55,54,25,40,51,39
"Glyma.08G098600.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.18G229300.Wm82.a2.v1",63,65,55,71,89,66
"Glyma.08G207400.Wm82.a2.v1",80,98,101,106,145,123
"Glyma.10G106000.Wm82.a2.v1",13,15,17,4,4,13
"Glyma.14G198600.Wm82.a2.v1",73,74,76,46,50,51
"Glyma.07G095000.Wm82.a2.v1",10,14,8,8,12,8
"Glyma.02G076600.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.08G220700.Wm82.a2.v1",2,1,1,4,5,7
"Glyma.18G174500.Wm82.a2.v1",48,77,48,47,61,36
"Glyma.07G111500.Wm82.a2.v1",27,34,31,21,31,35
"Glyma.10G041500.Wm82.a2.v1",397,411,280,293,266,225
"Glyma.09G064900.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.12G112900.Wm82.a2.v1",188,237,172,287,332,211
"Glyma.08G225400.Wm82.a2.v1",401,369,265,381,399,320
"Glyma.08G317100.Wm82.a2.v1",14,20,14,15,22,19
"Glyma.06G012300.Wm82.a2.v1",0,1,0,2,1,0
"Glyma.01G091800.Wm82.a2.v1",8,12,9,10,8,7
"Glyma.20G057500.Wm82.a2.v1",645,540,573,296,393,434
"Glyma.08G243700.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.05G100000.Wm82.a2.v1",6,6,6,1,4,7
"Glyma.18G122000.Wm82.a2.v1",300,294,198,144,116,136
"Glyma.04G235800.Wm82.a2.v1",129,120,85,181,235,150
"Glyma.U037900.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.13G290100.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.17G153000.Wm82.a2.v1",141,89,74,39,41,32
"Glyma.06G183600.Wm82.a2.v1",12,5,8,3,2,5
"Glyma.17G199200.Wm82.a2.v1",453,437,426,271,323,272
"Glyma.17G248900.Wm82.a2.v1",60,64,49,28,34,45
"Glyma.09G001900.Wm82.a2.v1",248,256,155,235,220,174
"Glyma.10G215400.Wm82.a2.v1",237,295,196,294,314,201
"Glyma.12G019200.Wm82.a2.v1",44,38,33,35,24,21
"Glyma.15G141100.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.06G203500.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.06G281000.Wm82.a2.v1",8,16,8,3,0,9
"Glyma.11G166000.Wm82.a2.v1",0,2,1,7,5,2
"Glyma.19G162800.Wm82.a2.v1",11,16,13,20,16,16
"Glyma.16G035600.Wm82.a2.v1",4,3,6,1,5,5
"Glyma.09G278000.Wm82.a2.v1",33,39,37,89,163,108
"Glyma.16G178700.Wm82.a2.v1",64,57,47,58,60,58
"Glyma.16G174900.Wm82.a2.v1",57,46,22,26,28,21
"Glyma.08G087800.Wm82.a2.v1",108,95,75,100,151,85
"Glyma.19G244800.Wm82.a2.v1",64,69,97,143,169,185
"Glyma.02G092100.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.07G016500.Wm82.a2.v1",223,188,145,148,190,166
"Glyma.15G205400.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.11G182400.Wm82.a2.v1",194,170,146,194,235,244
"Glyma.17G089700.Wm82.a2.v1",54,40,36,40,36,44
"Glyma.19G210900.Wm82.a2.v1",12,15,5,7,14,5
"Glyma.18G288100.Wm82.a2.v1",5,3,1,10,5,7
"Glyma.04G029400.Wm82.a2.v1",212,228,187,235,252,193
"Glyma.04G169700.Wm82.a2.v1",0,1,2,0,0,0
"Glyma.18G096000.Wm82.a2.v1",1,0,0,0,1,0
"Glyma.10G091000.Wm82.a2.v1",130,134,108,156,134,145
"Glyma.U022300.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.16G097400.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.02G082000.Wm82.a2.v1",196,276,226,157,182,194
"Glyma.07G237200.Wm82.a2.v1",103,83,50,111,180,89
"Glyma.02G216300.Wm82.a2.v1",9,8,5,5,4,9
"Glyma.18G150800.Wm82.a2.v1",1,3,0,1,3,4
"Glyma.13G186400.Wm82.a2.v1",47,44,48,14,11,23
"Glyma.02G009400.Wm82.a2.v1",3,3,2,3,9,3
"Glyma.17G189700.Wm82.a2.v1",0,0,1,2,4,3
"Glyma.05G023200.Wm82.a2.v1",80,78,51,58,45,41
"Glyma.19G153800.Wm82.a2.v1",4,3,4,3,2,1
"Glyma.09G276400.Wm82.a2.v1",0,0,0,1,0,0
"Glyma.09G221900.Wm82.a2.v1",33,49,39,13,15,20
"Glyma.10G151400.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.20G244900.Wm82.a2.v1",536,575,429,503,547,497
"Glyma.16G009600.Wm82.a2.v1",1,0,0,0,0,0
"Glyma.15G009400.Wm82.a2.v1",145,163,116,119,164,120
"Glyma.13G002600.Wm82.a2.v1",2,1,1,1,1,4
"Glyma.20G013400.Wm82.a2.v1",2,0,0,2,0,1
"Glyma.16G157000.Wm82.a2.v1",0,0,0,0,1,0
"Glyma.10G024600.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.05G087700.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.18G035300.Wm82.a2.v1",566,676,571,864,963,728
"Glyma.01G099200.Wm82.a2.v1",0,0,0,0,2,0
"Glyma.01G041200.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.02G049700.Wm82.a2.v1",55,54,25,37,34,28
"Glyma.10G295500.Wm82.a2.v1",164,174,143,123,128,146
"Glyma.06G265200.Wm82.a2.v1",5,8,4,4,4,4
"Glyma.07G090500.Wm82.a2.v1",16,18,9,10,11,2
"Glyma.01G066400.Wm82.a2.v1",1,2,1,0,0,0
"Glyma.01G205500.Wm82.a2.v1",58,43,32,43,43,45
"Glyma.03G040400.Wm82.a2.v1",2,0,0,12,27,62
"Glyma.05G159300.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.13G323600.Wm82.a2.v1",211,211,152,227,253,190
"Glyma.08G329500.Wm82.a2.v1",326,287,239,220,261,224
"Glyma.18G009800.Wm82.a2.v1",6,7,1,2,3,5
"Glyma.06G314200.Wm82.a2.v1",215,154,99,52,73,65
"Glyma.12G119700.Wm82.a2.v1",0,0,1,0,0,0
"Glyma.15G276100.Wm82.a2.v1",360,368,355,362,409,251
"Glyma.18G087500.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.14G076600.Wm82.a2.v1",69,75,65,60,63,52
"Glyma.19G093700.Wm82.a2.v1",1,1,0,0,1,0
"Glyma.03G119800.Wm82.a2.v1",0,0,0,0,1,0
"Glyma.14G141600.Wm82.a2.v1",3,2,1,4,6,3
"Glyma.13G205000.Wm82.a2.v1",140,241,268,66,71,83
"Glyma.13G228000.Wm82.a2.v1",75,95,60,63,58,99
"Glyma.19G097400.Wm82.a2.v1",108,107,91,85,102,89
"Glyma.15G091600.Wm82.a2.v1",1089,1087,774,533,687,990
"Glyma.03G034500.Wm82.a2.v1",7,6,4,5,3,2
"Glyma.07G265000.Wm82.a2.v1",17,9,43,11,5,0
"Glyma.08G114800.Wm82.a2.v1",23,36,20,31,32,18
"Glyma.15G098200.Wm82.a2.v1",154,203,216,174,235,255
"Glyma.18G089200.Wm82.a2.v1",93,95,54,34,48,44
"Glyma.16G048800.Wm82.a2.v1",16,14,13,16,33,29
"Glyma.13G136100.Wm82.a2.v1",21,28,15,27,23,23
"Glyma.12G030900.Wm82.a2.v1",8,2,6,4,13,13
"Glyma.15G178900.Wm82.a2.v1",0,0,0,1,0,0
"Glyma.05G105600.Wm82.a2.v1",14,16,9,17,39,23
"Glyma.18G137100.Wm82.a2.v1",309,302,223,209,222,135
"Glyma.06G144600.Wm82.a2.v1",176,214,132,109,117,99
"Glyma.10G212800.Wm82.a2.v1",37,43,21,33,30,26
"Glyma.20G017600.Wm82.a2.v1",13,7,5,1,6,8
"Glyma.20G068900.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.04G252700.Wm82.a2.v1",9,8,5,60,103,60
"Glyma.16G110800.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.08G285700.Wm82.a2.v1",105,123,64,89,103,90
"Glyma.09G261200.Wm82.a2.v1",1,6,0,1,0,1
"Glyma.19G125900.Wm82.a2.v1",0,0,2,3,1,0
"Glyma.12G159500.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.01G131200.Wm82.a2.v1",74,68,68,20,25,34
"Glyma.06G179200.Wm82.a2.v1",0,2,2,1,0,0
"Glyma.02G214300.Wm82.a2.v1",247,290,230,293,483,316
"Glyma.U042200.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.13G349100.Wm82.a2.v1",795,866,634,1120,1211,998
"Glyma.09G147400.Wm82.a2.v1",229,253,188,236,309,214
"Glyma.03G007300.Wm82.a2.v1",28,37,15,23,19,30
"Glyma.06G127000.Wm82.a2.v1",176,199,131,125,123,134
"Glyma.05G183800.Wm82.a2.v1",127,114,114,106,95,78
"Glyma.15G003100.Wm82.a2.v1",4,3,3,1,1,4
"Glyma.12G026400.Wm82.a2.v1",45,32,25,35,55,34
"Glyma.05G233000.Wm82.a2.v1",98,109,78,155,191,119
"Glyma.15G121600.Wm82.a2.v1",165,160,134,124,135,121
"Glyma.05G025100.Wm82.a2.v1",151,113,88,122,109,120
"Glyma.15G149000.Wm82.a2.v1",11,10,9,60,137,72
"Glyma.04G109600.Wm82.a2.v1",1,0,0,2,0,0
"Glyma.20G160400.Wm82.a2.v1",668,675,532,712,892,536
"Glyma.16G162300.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.06G061300.Wm82.a2.v1",495,509,351,335,403,318
"Glyma.07G124600.Wm82.a2.v1",1,5,5,4,1,8
"Glyma.08G258900.Wm82.a2.v1",48,29,36,18,25,22
"Glyma.06G074400.Wm82.a2.v1",15,16,11,31,38,26
"Glyma.20G043500.Wm82.a2.v1",1,0,0,0,0,0
"Glyma.08G356300.Wm82.a2.v1",877,795,586,521,657,626
"Glyma.11G159200.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.20G033700.Wm82.a2.v1",0,0,0,1,0,0
"Glyma.08G341700.Wm82.a2.v1",687,463,248,1049,1737,790
"Glyma.18G093700.Wm82.a2.v1",5,3,4,10,5,5
"Glyma.11G050100.Wm82.a2.v1",431,474,335,282,277,298
"Glyma.14G070200.Wm82.a2.v1",19,18,8,7,7,13
"Glyma.12G136600.Wm82.a2.v1",76,49,41,34,46,34
"Glyma.05G104500.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.07G021800.Wm82.a2.v1",74,105,93,78,114,149
"Glyma.12G000600.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.03G080400.Wm82.a2.v1",0,2,0,0,0,0
"Glyma.11G170900.Wm82.a2.v1",48,55,21,75,46,51
"Glyma.10G141400.Wm82.a2.v1",299,322,262,297,290,262
"Glyma.16G156800.Wm82.a2.v1",16,20,12,26,18,16
"Glyma.14G029200.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.07G264400.Wm82.a2.v1",21,18,22,30,21,20
"Glyma.15G078700.Wm82.a2.v1",1,1,1,0,0,1
"Glyma.15G055700.Wm82.a2.v1",8,3,4,4,4,3
"Glyma.16G135700.Wm82.a2.v1",1,2,1,0,2,1
"Glyma.16G208400.Wm82.a2.v1",43,44,37,23,10,21
"Glyma.13G287200.Wm82.a2.v1",72,80,54,44,49,46
"Glyma.18G210200.Wm82.a2.v1",0,0,0,0,0,1
"Glyma.10G030900.Wm82.a2.v1",48,47,39,49,65,50
"Glyma.09G166700.Wm82.a2.v1",27,15,19,29,33,26
"Glyma.19G077200.Wm82.a2.v1",84,97,88,79,60,71
"Glyma.10G097100.Wm82.a2.v1",73,48,60,17,8,6
"Glyma.09G027100.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.17G042900.Wm82.a2.v1",342,345,268,158,147,169
"Glyma.03G193300.Wm82.a2.v1",37,25,26,22,21,19
"Glyma.11G224700.Wm82.a2.v1",0,0,0,0,0,0
"Glyma.02G103800.Wm82.a2.v1",257,294,236,234,264,255
"Glyma.11G087400.Wm82.a2.v1",160,188,143,169,216,163
"Glyma.10G286100.Wm82.a2.v1",100,82,63,94,98,66
"Glyma.17G165000.Wm82.a2.v1",125,114,91,78,82,76
"Glyma.03G201100.Wm82.a2.v1",4,0,2,0,3,0
